,scene,id,type,pos_x,pos_y,pos_z,ctr_x,ctr_y,ctr_z,size_x,size_y,size_z
0,FloorPlan_Train1_1,TVStand|+09.56|+00.00|-01.48,TVStand,9.559440612792969,0.0003528594970703125,-1.4807376861572266,9.559440612792969,0.45429518818855286,-1.4805556535720825,0.39140892028808594,0.9070495963096619,0.8959882259368896
1,FloorPlan_Train1_1,SideTable|+01.44|+00.00|-04.71,SideTable,1.4424411058425903,0.0003528594970703125,-4.709737777709961,1.4313058853149414,0.287180095911026,-4.7091569900512695,0.8042473793029785,0.5746329426765442,0.3470420837402344
2,FloorPlan_Train1_1,Box|+01.26|+00.82|-01.71,Box,1.2620141506195068,0.8283019065856934,-1.7140181064605713,1.3485366106033325,0.809572160243988,-1.7945091724395752,0.5405008792877197,0.2160714864730835,0.5278239250183105
3,FloorPlan_Train1_1,Shelf|+09.52|+00.48|-01.50,Shelf,9.518640518188477,0.4821528494358063,-1.496537685394287,9.518640518188477,0.5869697332382202,-1.4792356491088867,0.3029193878173828,0.3580036163330078,0.8466987609863281
4,FloorPlan_Train1_1,Shelf|+09.52|+00.09|-01.50,Shelf,9.518640518188477,0.09305285662412643,-1.496537685394287,9.518640518188477,0.19991980493068695,-1.481491208076477,0.3029193878173828,0.3539036512374878,0.8452098369598389
5,FloorPlan_Train1_1,AlarmClock|+09.58|+00.80|-01.78,AlarmClock,9.57800006866455,0.7960000038146973,-1.777999997138977,9.57800006866455,0.8834036588668823,-1.777999997138977,0.17105484008789062,0.18910622596740723,0.08382225036621094
6,FloorPlan_Train1_1,Bottle|+05.28|+00.36|-02.06,Bottle,5.28200101852417,0.35597723722457886,-2.0570013523101807,5.282009124755859,0.4826644957065582,-2.0570082664489746,0.10465621948242188,0.25352340936660767,0.10465383529663086
7,FloorPlan_Train1_1,DeskLamp|+04.75|+00.36|-01.30,DeskLamp,4.751999855041504,0.36000001430511475,-1.2999999523162842,4.752447605133057,0.7673424482345581,-1.3001000881195068,0.48798656463623047,0.818084716796875,0.4879882335662842
8,FloorPlan_Train1_1,BaseballBat|+04.00|+00.04|-04.77,BaseballBat,3.997009038925171,0.04079960659146309,-4.770048141479492,3.7918365001678467,0.04016154259443283,-4.788499355316162,0.9629406929016113,0.08088816702365875,0.17507362365722656
9,FloorPlan_Train1_1,BasketBall|+04.49|+00.47|-01.14,BasketBall,4.485400199890137,0.47099998593330383,-1.1395000219345093,4.485400199890137,0.4710000157356262,-1.1395000219345093,0.23999977111816406,0.24000000953674316,0.24000000953674316
10,FloorPlan_Train1_1,Bowl|+05.56|+00.36|-02.08,Bowl,5.557001113891602,0.3593880236148834,-2.0799999237060547,5.557002067565918,0.39306187629699707,-2.0799994468688965,0.20243263244628906,0.07493162155151367,0.20170211791992188
11,FloorPlan_Train1_1,Television|+06.14|+01.31|-04.22,Television,6.1361494064331055,1.3086333274841309,-4.2172393798828125,6.12239933013916,1.231208324432373,-4.217229843139648,0.4058380126953125,0.8223285675048828,1.2264747619628906
12,FloorPlan_Train1_1,Pot|+01.21|+00.31|-03.74,Pot,1.214000940322876,0.3118099272251129,-3.7380051612854004,1.2140002250671387,0.3920254707336426,-3.7378058433532715,0.266507625579834,0.16073858737945557,0.39151668548583984
13,FloorPlan_Train1_1,Laptop|+01.83|+00.70|-01.46,Laptop,1.8269999027252197,0.7017043828964233,-1.4570000171661377,1.8382526636123657,0.7159231901168823,-1.4495412111282349,0.41716980934143066,0.028437912464141846,0.4437549114227295
14,FloorPlan_Train1_1,HousePlant|+05.17|+00.47|-03.86,HousePlant,5.1699981689453125,0.4747981131076813,-3.8600013256073,5.140722274780273,0.9902501106262207,-3.8728997707366943,0.7597799301147461,1.0323331356048584,0.8355059623718262
15,FloorPlan_Train1_1,SprayBottle|+05.51|+00.47|-03.83,SprayBottle,5.51200008392334,0.4740000069141388,-3.8299999237060547,5.511005878448486,0.5972679257392883,-3.833759307861328,0.060500144958496094,0.2454981803894043,0.11712789535522461
16,FloorPlan_Train1_1,Candle|+09.60|+00.80|-01.14,Candle,9.595999717712402,0.7960993647575378,-1.1440004110336304,9.595861434936523,0.85593581199646,-1.144000768661499,0.0499114990234375,0.12043070793151855,0.0496373176574707
17,FloorPlan_Train1_1,RemoteControl|+06.18|+00.82|-03.78,RemoteControl,6.183000087738037,0.8202000260353088,-3.783900022506714,6.183000087738037,0.8314071893692017,-3.783900022506714,0.21941661834716797,0.02391231060028076,0.09824085235595703
18,FloorPlan_Train1_1,TennisRacket|+04.45|+00.01|-03.66,TennisRacket,4.44898796081543,0.018607739359140396,-3.654836416244507,4.4493865966796875,0.024643007665872574,-3.6673667430877686,0.6596641540527344,0.05230162292718887,0.26969194412231445
19,FloorPlan_Train1_1,Cup|+01.41|+00.31|-03.60,Cup,1.4130032062530518,0.31125861406326294,-3.601997137069702,1.4125337600708008,0.4196089506149292,-3.601895809173584,0.10039854049682617,0.21586251258850098,0.10039901733398438
20,FloorPlan_Train1_1,Apple|+01.98|+00.77|-01.75,Apple,1.9789999723434448,0.771399974822998,-1.753000020980835,1.9789998531341553,0.7662459015846252,-1.753000020980835,0.1046452522277832,0.13326609134674072,0.1046452522277832
21,FloorPlan_Train1_1,Pillow|+09.48|+00.36|-04.25,Pillow,9.482706069946289,0.38114601373672485,-4.246128559112549,9.482706069946289,0.38114601373672485,-4.246128559112549,0.38754844665527344,0.12411129474639893,0.36052513122558594
22,FloorPlan_Train1_1,GarbageCan|+05.36|+00.00|-01.26,GarbageCan,5.359999656677246,-0.011461436748504639,-1.2599998712539673,5.372173309326172,0.30697572231292725,-1.2603548765182495,0.49555015563964844,0.5780792236328125,0.33298420906066895
23,FloorPlan_Train1_1,Vase|+01.18|+00.48|-04.74,Vase,1.1799979209899902,0.48022526502609253,-4.740007400512695,1.1799979209899902,0.5746883153915405,-4.7400078773498535,0.18230533599853516,0.18847942352294922,0.18230533599853516
24,FloorPlan_Train1_1,Mug|+01.87|+00.70|-01.87,Mug,1.86899995803833,0.7020000219345093,-1.8739999532699585,1.8833715915679932,0.753825306892395,-1.8746569156646729,0.11197566986083984,0.10365056991577148,0.09084415435791016
25,FloorPlan_Train1_1,ArmChair|+01.37|+00.00|-02.90,ArmChair,1.3680000305175781,0.0,-2.9030001163482666,1.3928568363189697,0.32083842158317566,-2.931161880493164,0.7017455101013184,0.6466711759567261,0.7407636642456055
26,FloorPlan_Train1_1,Bed|+08.64|+00.00|-04.26,Bed,8.638999938964844,0.0,-4.26300048828125,8.638999938964844,0.2853672504425049,-4.26300048828125,2.233285903930664,0.5707345008850098,1.2471647262573242
27,FloorPlan_Train1_1,CoffeeTable|+05.89|+00.00|-02.15,CoffeeTable,5.890999794006348,0.0,-2.1540000438690186,5.885240077972412,0.2667365074157715,-2.157860279083252,1.503774642944336,0.5350874662399292,0.5077199935913086
28,FloorPlan_Train1_1,CoffeeTable|+04.29|+00.00|-01.29,CoffeeTable,4.291440963745117,0.0003528594970703125,-1.2937378883361816,4.285680770874023,0.2670893669128418,-1.297598123550415,1.503774642944336,0.5350874662399292,0.507720947265625
29,FloorPlan_Train1_1,Painting|+03.92|+01.39|-01.01,Painting,3.9179999828338623,1.3910000324249268,-1.0119999647140503,3.917999744415283,1.3910000324249268,-1.0278747081756592,0.9575471878051758,0.6567554473876953,0.03174185752868652
30,FloorPlan_Train1_1,CoffeeTable|+05.14|+00.00|-03.85,CoffeeTable,5.13700008392334,0.0,-3.8469998836517334,5.13700008392334,0.3055473864078522,-3.8487367630004883,1.3973398208618164,0.6110948920249939,0.6519279479980469
31,FloorPlan_Train1_1,Painting|+04.52|+01.45|-03.43,Painting,4.517000198364258,1.4529999494552612,-3.433000087738037,4.518840789794922,1.4068009853363037,-3.4221651554107666,1.0766124725341797,0.6080598831176758,0.020587444305419922
32,FloorPlan_Train1_1,DiningTable|+01.58|+00.00|-01.61,DiningTable,1.5839999914169312,0.0,-1.6080000400543213,1.5839999914169312,0.40664511919021606,-1.6080000400543213,1.0453121662139893,0.8149973154067993,1.0453119277954102
33,FloorPlan_Train1_1,Chair|+08.23|+00.00|-02.06,Chair,8.229440689086914,0.0003528594970703125,-2.0567378997802734,8.227824211120605,0.4960187077522278,-2.0794460773468018,0.6252059936523438,0.9913316965103149,0.611142635345459
